mu,sigma^2,energy,err
0.825566,0.440645,-0.425093,0.000391362
0.825566,0.440645,-0.425093,0.000391362
0.834259,0.396715,-0.438159,0.000316992
0.834259,0.396715,-0.438159,0.000316992
0.834259,0.396715,-0.438159,0.000316992
0.834259,0.396715,-0.438159,0.000316992
0.834259,0.396715,-0.438159,0.000316992
0.834259,0.396715,-0.438159,0.000316992
0.834259,0.396715,-0.438159,0.000316992
0.834259,0.396715,-0.438159,0.000316992
0.834259,0.396715,-0.438159,0.000316992
0.834259,0.396715,-0.438159,0.000316992
0.834259,0.396715,-0.438159,0.000316992
0.834259,0.396715,-0.438159,0.000316992
0.834259,0.396715,-0.438159,0.000316992
0.834259,0.396715,-0.438159,0.000316992
0.834259,0.396715,-0.438159,0.000316992
0.834259,0.396715,-0.438159,0.000316992
0.834259,0.396715,-0.438159,0.000316992
0.834259,0.396715,-0.438159,0.000316992
0.834259,0.396715,-0.438159,0.000316992
0.856126,0.367305,-0.431693,0.000336618
0.856126,0.367305,-0.431693,0.000336618
0.856126,0.367305,-0.431693,0.000336618
0.856126,0.367305,-0.431693,0.000336618
0.856126,0.367305,-0.431693,0.000336618
0.856126,0.367305,-0.431693,0.000336618
0.856126,0.367305,-0.431693,0.000336618
0.856126,0.367305,-0.431693,0.000336618
0.856126,0.367305,-0.431693,0.000336618
0.856126,0.367305,-0.431693,0.000336618
0.856126,0.367305,-0.431693,0.000336618
0.856126,0.367305,-0.431693,0.000336618
0.856126,0.367305,-0.431693,0.000336618
0.856126,0.367305,-0.431693,0.000336618
0.856126,0.367305,-0.431693,0.000336618
0.856126,0.367305,-0.431693,0.000336618
0.856126,0.367305,-0.431693,0.000336618
0.856126,0.367305,-0.431693,0.000336618
0.856126,0.367305,-0.431693,0.000336618
0.745609,0.359384,-0.431208,0.000225617
0.745609,0.359384,-0.431208,0.000225617
0.745609,0.359384,-0.431208,0.000225617
0.745609,0.359384,-0.431208,0.000225617
0.794661,0.365919,-0.443471,0.000260716
0.794661,0.365919,-0.443471,0.000260716
0.794661,0.365919,-0.443471,0.000260716
0.794661,0.365919,-0.443471,0.000260716
0.794661,0.365919,-0.443471,0.000260716
0.794661,0.365919,-0.443471,0.000260716
0.794661,0.365919,-0.443471,0.000260716
0.794661,0.365919,-0.443471,0.000260716
0.794661,0.365919,-0.443471,0.000260716
0.794661,0.365919,-0.443471,0.000260716
0.794661,0.365919,-0.443471,0.000260716
0.794661,0.365919,-0.443471,0.000260716
0.794661,0.365919,-0.443471,0.000260716
0.794661,0.365919,-0.443471,0.000260716
0.794661,0.365919,-0.443471,0.000260716
0.794661,0.365919,-0.443471,0.000260716
0.794661,0.365919,-0.443471,0.000260716
0.794661,0.365919,-0.443471,0.000260716
0.794661,0.365919,-0.443471,0.000260716
0.794661,0.365919,-0.443471,0.000260716
0.794661,0.365919,-0.443471,0.000260716
0.794661,0.365919,-0.443471,0.000260716
0.794661,0.365919,-0.443471,0.000260716
0.794661,0.365919,-0.443471,0.000260716
0.794661,0.365919,-0.443471,0.000260716
0.761868,0.444244,-0.426326,0.000301714
0.761868,0.444244,-0.426326,0.000301714
0.761868,0.444244,-0.426326,0.000301714
0.761868,0.444244,-0.426326,0.000301714
0.761868,0.444244,-0.426326,0.000301714
0.813849,0.479126,-0.406271,0.000532204
0.813849,0.479126,-0.406271,0.000532204
0.813849,0.479126,-0.406271,0.000532204
0.813849,0.479126,-0.406271,0.000532204
0.813849,0.479126,-0.406271,0.000532204
0.813849,0.479126,-0.406271,0.000532204
0.813849,0.479126,-0.406271,0.000532204
0.813849,0.479126,-0.406271,0.000532204
0.813849,0.479126,-0.406271,0.000532204
0.813849,0.479126,-0.406271,0.000532204
0.813849,0.479126,-0.406271,0.000532204
0.813849,0.479126,-0.406271,0.000532204
0.813849,0.479126,-0.406271,0.000532204
0.813849,0.479126,-0.406271,0.000532204
0.813849,0.479126,-0.406271,0.000532204
0.813849,0.479126,-0.406271,0.000532204
0.882587,0.458767,-0.385187,0.000540127
0.882587,0.458767,-0.385187,0.000540127
0.882587,0.458767,-0.385187,0.000540127
0.882587,0.458767,-0.385187,0.000540127
0.882587,0.458767,-0.385187,0.000540127
0.836252,0.360329,-0.4381,0.000237509
0.836252,0.360329,-0.4381,0.000237509
0.836252,0.360329,-0.4381,0.000237509
0.836252,0.360329,-0.4381,0.000237509
0.836252,0.360329,-0.4381,0.000237509
0.836252,0.360329,-0.4381,0.000237509
0.836252,0.360329,-0.4381,0.000237509
0.836252,0.360329,-0.4381,0.000237509
0.836252,0.360329,-0.4381,0.000237509
0.836252,0.360329,-0.4381,0.000237509
0.836252,0.360329,-0.4381,0.000237509
0.836252,0.360329,-0.4381,0.000237509
